"No.","Time","Source","Destination","Protocol","Length","Info"
"215","36.949993100","127.0.0.1","127.0.0.1","HTTP","280","HTTP/1.1 101 Switching Protocols "
"216","36.950053500","127.0.0.1","127.0.0.1","TCP","44","57057  >  63342 [ACK] Seq=668 Ack=237 Win=65280 Len=0"
"217","39.975799200","127.0.0.1","127.0.0.1","TLSv1.2","152","Application Data"
"218","39.975894800","127.0.0.1","127.0.0.1","TCP","44","63744  >  63748 [ACK] Seq=1363 Ack=1221 Win=266 Len=0"
"219","39.982659500","127.0.0.1","127.0.0.1","TLSv1.2","70","Application Data"
"220","39.982706900","127.0.0.1","127.0.0.1","TCP","44","63748  >  63744 [ACK] Seq=1221 Ack=1389 Win=239 Len=0"
"221","39.982742000","127.0.0.1","127.0.0.1","TLSv1.2","151","Application Data"
"222","39.982757700","127.0.0.1","127.0.0.1","TCP","44","63748  >  63744 [ACK] Seq=1221 Ack=1496 Win=239 Len=0"
"223","41.828097300","127.0.0.1","127.0.0.1","HTTP","950","GET /Wireshark%20Web%20Traffic%20Analysis/index.html?_ijt=jht1a7c04lubumqk802e4orid1&_ij_reload=RELOAD_ON_SAVE HTTP/1.1 "
"224","41.828142800","127.0.0.1","127.0.0.1","TCP","44","63342  >  63756 [ACK] Seq=31311 Ack=9223 Win=181 Len=0"
"225","41.833478300","127.0.0.1","127.0.0.1","TCP","367","63342  >  63756 [PSH, ACK] Seq=31311 Ack=9223 Win=181 Len=323 [TCP PDU reassembled in 229]"
"226","41.833526500","127.0.0.1","127.0.0.1","TCP","44","63756  >  63342 [ACK] Seq=9223 Ack=31634 Win=247 Len=0"
"227","41.833780100","127.0.0.1","127.0.0.1","TCP","2590","63342  >  63756 [PSH, ACK] Seq=31634 Ack=9223 Win=181 Len=2546 [TCP PDU reassembled in 229]"
"228","41.833805500","127.0.0.1","127.0.0.1","TCP","44","63756  >  63342 [ACK] Seq=9223 Ack=34180 Win=237 Len=0"
"229","41.833933100","127.0.0.1","127.0.0.1","HTTP","1523","HTTP/1.1 200 OK  (text/html)"
"230","41.833955400","127.0.0.1","127.0.0.1","TCP","44","63756  >  63342 [ACK] Seq=9223 Ack=35659 Win=231 Len=0"
"231","41.844429000","127.0.0.1","127.0.0.1","WebSocket","52","WebSocket Connection Close [FIN] [MASKED]"
"232","41.844514400","127.0.0.1","127.0.0.1","TCP","44","63342  >  57057 [ACK] Seq=237 Ack=676 Win=64768 Len=0"
"233","41.844774500","127.0.0.1","127.0.0.1","TCP","44","57057  >  63342 [FIN, ACK] Seq=676 Ack=237 Win=65280 Len=0"
"234","41.844818300","127.0.0.1","127.0.0.1","TCP","44","63342  >  57057 [ACK] Seq=237 Ack=677 Win=64768 Len=0"
"235","41.846473700","127.0.0.1","127.0.0.1","WebSocket","48","WebSocket Connection Close [FIN] "
"236","41.846523400","127.0.0.1","127.0.0.1","TCP","44","57057  >  63342 [RST, ACK] Seq=677 Ack=241 Win=0 Len=0"
"239","41.876532300","127.0.0.1","127.0.0.1","HTTP","801","GET /favicon.ico HTTP/1.1 "
"240","41.876611900","127.0.0.1","127.0.0.1","TCP","44","63342  >  63756 [ACK] Seq=35659 Ack=9980 Win=178 Len=0"
"241","41.885319000","127.0.0.1","127.0.0.1","HTTP","1958","HTTP/1.1 200 OK  (image/vnd.microsoft.icon)"
"242","41.885399000","127.0.0.1","127.0.0.1","TCP","44","63756  >  63342 [ACK] Seq=9980 Ack=37573 Win=224 Len=0"
"243","42.176142200","127.0.0.1","127.0.0.1","TCP","56","63343  >  63342 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"244","42.176274200","127.0.0.1","127.0.0.1","TCP","56","63342  >  63343 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"245","42.176316700","127.0.0.1","127.0.0.1","TCP","44","63343  >  63342 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"246","42.177076000","127.0.0.1","127.0.0.1","HTTP","711","GET /jb-server-page?reloadMode=RELOAD_ON_SAVE&referrer=%2FWireshark%2520Web%2520Traffic%2520Analysis%2Findex.html HTTP/1.1 "
"247","42.177107500","127.0.0.1","127.0.0.1","TCP","44","63342  >  63343 [ACK] Seq=1 Ack=668 Win=64768 Len=0"
"248","42.179448900","127.0.0.1","127.0.0.1","HTTP","280","HTTP/1.1 101 Switching Protocols "
"249","42.179487200","127.0.0.1","127.0.0.1","TCP","44","63343  >  63342 [ACK] Seq=668 Ack=237 Win=65280 Len=0"
"250","43.990096800","127.0.0.1","127.0.0.1","TLSv1.2","152","Application Data"
"251","43.990158600","127.0.0.1","127.0.0.1","TCP","44","63744  >  63748 [ACK] Seq=1496 Ack=1329 Win=265 Len=0"
"252","43.995292800","127.0.0.1","127.0.0.1","TLSv1.2","70","Application Data"
"253","43.995346200","127.0.0.1","127.0.0.1","TCP","44","63748  >  63744 [ACK] Seq=1329 Ack=1522 Win=239 Len=0"
"254","43.995382100","127.0.0.1","127.0.0.1","TLSv1.2","151","Application Data"
"255","43.995400900","127.0.0.1","127.0.0.1","TCP","44","63748  >  63744 [ACK] Seq=1329 Ack=1629 Win=238 Len=0"
"256","48.004369900","127.0.0.1","127.0.0.1","TLSv1.2","152","Application Data"
"257","48.004444100","127.0.0.1","127.0.0.1","TCP","44","63744  >  63748 [ACK] Seq=1629 Ack=1437 Win=265 Len=0"
"258","48.014472600","127.0.0.1","127.0.0.1","TLSv1.2","70","Application Data"
"259","48.014533600","127.0.0.1","127.0.0.1","TCP","44","63748  >  63744 [ACK] Seq=1437 Ack=1655 Win=238 Len=0"
"260","48.014569500","127.0.0.1","127.0.0.1","TLSv1.2","151","Application Data"
"261","48.014587000","127.0.0.1","127.0.0.1","TCP","44","63748  >  63744 [ACK] Seq=1437 Ack=1762 Win=238 Len=0"
"262","51.183212100","127.0.0.1","127.0.0.1","HTTP","950","GET /Wireshark%20Web%20Traffic%20Analysis/index.html?_ijt=jht1a7c04lubumqk802e4orid1&_ij_reload=RELOAD_ON_SAVE HTTP/1.1 "
"263","51.183272100","127.0.0.1","127.0.0.1","TCP","44","63342  >  63756 [ACK] Seq=37573 Ack=10886 Win=174 Len=0"
"264","51.187509700","127.0.0.1","127.0.0.1","TCP","367","63342  >  63756 [PSH, ACK] Seq=37573 Ack=10886 Win=174 Len=323 [TCP PDU reassembled in 268]"
"265","51.187562000","127.0.0.1","127.0.0.1","TCP","44","63756  >  63342 [ACK] Seq=10886 Ack=37896 Win=222 Len=0"
"266","51.187841400","127.0.0.1","127.0.0.1","TCP","2590","63342  >  63756 [PSH, ACK] Seq=37896 Ack=10886 Win=174 Len=2546 [TCP PDU reassembled in 268]"
"267","51.187867900","127.0.0.1","127.0.0.1","TCP","44","63756  >  63342 [ACK] Seq=10886 Ack=40442 Win=212 Len=0"
"268","51.187999400","127.0.0.1","127.0.0.1","HTTP","1523","HTTP/1.1 200 OK  (text/html)"
"269","51.188022500","127.0.0.1","127.0.0.1","TCP","44","63756  >  63342 [ACK] Seq=10886 Ack=41921 Win=207 Len=0"
"270","51.192828200","127.0.0.1","127.0.0.1","WebSocket","52","WebSocket Connection Close [FIN] [MASKED]"
"271","51.192873200","127.0.0.1","127.0.0.1","TCP","44","63342  >  63343 [ACK] Seq=237 Ack=676 Win=64768 Len=0"
"272","51.193023900","127.0.0.1","127.0.0.1","TCP","44","63343  >  63342 [FIN, ACK] Seq=676 Ack=237 Win=65280 Len=0"
"273","51.193060900","127.0.0.1","127.0.0.1","TCP","44","63342  >  63343 [ACK] Seq=237 Ack=677 Win=64768 Len=0"
"274","51.194359700","127.0.0.1","127.0.0.1","WebSocket","48","WebSocket Connection Close [FIN] "
"275","51.194417900","127.0.0.1","127.0.0.1","TCP","44","63343  >  63342 [RST, ACK] Seq=677 Ack=241 Win=0 Len=0"
"278","51.225143800","127.0.0.1","127.0.0.1","HTTP","801","GET /favicon.ico HTTP/1.1 "
"279","51.225214300","127.0.0.1","127.0.0.1","TCP","44","63342  >  63756 [ACK] Seq=41921 Ack=11643 Win=171 Len=0"
"280","51.227655200","127.0.0.1","127.0.0.1","HTTP","1958","HTTP/1.1 200 OK  (image/vnd.microsoft.icon)"
"281","51.227701100","127.0.0.1","127.0.0.1","TCP","44","63756  >  63342 [ACK] Seq=11643 Ack=43835 Win=199 Len=0"
"282","51.528263000","127.0.0.1","127.0.0.1","TCP","56","64963  >  63342 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"283","51.528411300","127.0.0.1","127.0.0.1","TCP","56","63342  >  64963 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"284","51.528458700","127.0.0.1","127.0.0.1","TCP","44","64963  >  63342 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"285","51.529284100","127.0.0.1","127.0.0.1","HTTP","711","GET /jb-server-page?reloadMode=RELOAD_ON_SAVE&referrer=%2FWireshark%2520Web%2520Traffic%2520Analysis%2Findex.html HTTP/1.1 "
"286","51.529315400","127.0.0.1","127.0.0.1","TCP","44","63342  >  64963 [ACK] Seq=1 Ack=668 Win=64768 Len=0"
"287","51.531482700","127.0.0.1","127.0.0.1","HTTP","280","HTTP/1.1 101 Switching Protocols "
"288","51.531522600","127.0.0.1","127.0.0.1","TCP","44","64963  >  63342 [ACK] Seq=668 Ack=237 Win=65280 Len=0"
"289","52.008515400","127.0.0.1","127.0.0.1","TLSv1.2","152","Application Data"
"290","52.008583800","127.0.0.1","127.0.0.1","TCP","44","63744  >  63748 [ACK] Seq=1762 Ack=1545 Win=265 Len=0"
"291","52.013822400","127.0.0.1","127.0.0.1","TLSv1.2","70","Application Data"
"292","52.013876300","127.0.0.1","127.0.0.1","TCP","44","63748  >  63744 [ACK] Seq=1545 Ack=1788 Win=238 Len=0"
"293","52.013914800","127.0.0.1","127.0.0.1","TLSv1.2","151","Application Data"
"294","52.013929700","127.0.0.1","127.0.0.1","TCP","44","63748  >  63744 [ACK] Seq=1545 Ack=1895 Win=237 Len=0"
"295","52.425710600","127.0.0.1","127.0.0.1","HTTP","950","GET /Wireshark%20Web%20Traffic%20Analysis/index.html?_ijt=jht1a7c04lubumqk802e4orid1&_ij_reload=RELOAD_ON_SAVE HTTP/1.1 "
"296","52.425758500","127.0.0.1","127.0.0.1","TCP","44","63342  >  63756 [ACK] Seq=43835 Ack=12549 Win=168 Len=0"
"297","52.430745400","127.0.0.1","127.0.0.1","TCP","367","63342  >  63756 [PSH, ACK] Seq=43835 Ack=12549 Win=168 Len=323 [TCP PDU reassembled in 301]"
"298","52.430800200","127.0.0.1","127.0.0.1","TCP","44","63756  >  63342 [ACK] Seq=12549 Ack=44158 Win=198 Len=0"
"299","52.431322000","127.0.0.1","127.0.0.1","TCP","2590","63342  >  63756 [PSH, ACK] Seq=44158 Ack=12549 Win=168 Len=2546 [TCP PDU reassembled in 301]"
"300","52.431350300","127.0.0.1","127.0.0.1","TCP","44","63756  >  63342 [ACK] Seq=12549 Ack=46704 Win=188 Len=0"
"301","52.431517000","127.0.0.1","127.0.0.1","HTTP","1523","HTTP/1.1 200 OK  (text/html)"
"302","52.431537000","127.0.0.1","127.0.0.1","TCP","44","63756  >  63342 [ACK] Seq=12549 Ack=48183 Win=182 Len=0"
"303","52.439095200","127.0.0.1","127.0.0.1","WebSocket","52","WebSocket Connection Close [FIN] [MASKED]"
"304","52.439165800","127.0.0.1","127.0.0.1","TCP","44","63342  >  64963 [ACK] Seq=237 Ack=676 Win=64768 Len=0"
"305","52.439357600","127.0.0.1","127.0.0.1","TCP","44","64963  >  63342 [FIN, ACK] Seq=676 Ack=237 Win=65280 Len=0"
"306","52.439391500","127.0.0.1","127.0.0.1","TCP","44","63342  >  64963 [ACK] Seq=237 Ack=677 Win=64768 Len=0"
"307","52.440596800","127.0.0.1","127.0.0.1","WebSocket","48","WebSocket Connection Close [FIN] "
"308","52.440662000","127.0.0.1","127.0.0.1","TCP","44","64963  >  63342 [RST, ACK] Seq=677 Ack=241 Win=0 Len=0"
"311","52.468650100","127.0.0.1","127.0.0.1","HTTP","801","GET /favicon.ico HTTP/1.1 "
"312","52.468701500","127.0.0.1","127.0.0.1","TCP","44","63342  >  63756 [ACK] Seq=48183 Ack=13306 Win=165 Len=0"
"313","52.471290200","127.0.0.1","127.0.0.1","HTTP","1958","HTTP/1.1 200 OK  (image/vnd.microsoft.icon)"
"314","52.471352800","127.0.0.1","127.0.0.1","TCP","44","63756  >  63342 [ACK] Seq=13306 Ack=50097 Win=175 Len=0"
"315","52.584814300","127.0.0.1","127.0.0.1","TCP","45","[TCP Keep-Alive] 53260  >  63342 [ACK] Seq=0 Ack=1 Win=65280 Len=1"
"316","52.584845300","127.0.0.1","127.0.0.1","TCP","56","[TCP Dup ACK 52#1] 63342  >  53260 [ACK] Seq=1 Ack=1 Win=65280 Len=0 SLE=0 SRE=1"
"317","52.772190200","127.0.0.1","127.0.0.1","TCP","56","54599  >  63342 [SYN] Seq=0 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"318","52.772354700","127.0.0.1","127.0.0.1","TCP","56","63342  >  54599 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=65495 WS=256 SACK_PERM"
"319","52.772401500","127.0.0.1","127.0.0.1","TCP","44","54599  >  63342 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"320","52.773294900","127.0.0.1","127.0.0.1","HTTP","711","GET /jb-server-page?reloadMode=RELOAD_ON_SAVE&referrer=%2FWireshark%2520Web%2520Traffic%2520Analysis%2Findex.html HTTP/1.1 "
"321","52.773327500","127.0.0.1","127.0.0.1","TCP","44","63342  >  54599 [ACK] Seq=1 Ack=668 Win=64768 Len=0"
"322","52.775188700","127.0.0.1","127.0.0.1","HTTP","280","HTTP/1.1 101 Switching Protocols "
"323","52.775217900","127.0.0.1","127.0.0.1","TCP","44","54599  >  63342 [ACK] Seq=668 Ack=237 Win=65280 Len=0"
"324","56.012613700","127.0.0.1","127.0.0.1","TLSv1.2","152","Application Data"
"325","56.012785000","127.0.0.1","127.0.0.1","TCP","44","63744  >  63748 [ACK] Seq=1895 Ack=1653 Win=264 Len=0"
"326","56.019415200","127.0.0.1","127.0.0.1","TLSv1.2","70","Application Data"
"327","56.019463500","127.0.0.1","127.0.0.1","TCP","44","63748  >  63744 [ACK] Seq=1653 Ack=1921 Win=237 Len=0"
"328","56.019500500","127.0.0.1","127.0.0.1","TLSv1.2","151","Application Data"
"329","56.019518100","127.0.0.1","127.0.0.1","TCP","44","63748  >  63744 [ACK] Seq=1653 Ack=2028 Win=237 Len=0"
"330","60.021105500","127.0.0.1","127.0.0.1","TLSv1.2","152","Application Data"
"331","60.021163600","127.0.0.1","127.0.0.1","TCP","44","63744  >  63748 [ACK] Seq=2028 Ack=1761 Win=264 Len=0"
"332","60.026471300","127.0.0.1","127.0.0.1","TLSv1.2","70","Application Data"
"333","60.026514500","127.0.0.1","127.0.0.1","TCP","44","63748  >  63744 [ACK] Seq=1761 Ack=2054 Win=237 Len=0"
"334","60.026595600","127.0.0.1","127.0.0.1","TLSv1.2","151","Application Data"
"335","60.026612900","127.0.0.1","127.0.0.1","TCP","44","63748  >  63744 [ACK] Seq=1761 Ack=2161 Win=236 Len=0"
"336","64.023404200","127.0.0.1","127.0.0.1","TLSv1.2","152","Application Data"
"337","64.023468000","127.0.0.1","127.0.0.1","TCP","44","63744  >  63748 [ACK] Seq=2161 Ack=1869 Win=263 Len=0"
"338","64.029944500","127.0.0.1","127.0.0.1","TLSv1.2","70","Application Data"
"339","64.030006900","127.0.0.1","127.0.0.1","TCP","44","63748  >  63744 [ACK] Seq=1869 Ack=2187 Win=236 Len=0"
"340","64.030045100","127.0.0.1","127.0.0.1","TLSv1.2","151","Application Data"
"341","64.030063900","127.0.0.1","127.0.0.1","TCP","44","63748  >  63744 [ACK] Seq=1869 Ack=2294 Win=236 Len=0"
